resolution,position_number,assembly_indicator,component_number,object_short_text,componentmng_kme,base_amount,compensation_unit,supplier_s_name,vi_plant,vi_plant_name,vi_material,material_description,material_composition,total_weight,weight_unit,material_type,final_destination_of_material_at_plant,source_product_scope,source_sheet,source_file
........10,0003,,9647520,"Core cable H05V2-K 0,75 bl",0.0,M,M,KBE Berlin,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0007,X,7354615,Core cable GNYE l=80,0.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........10,0001,,9570111,"Wire end ferrule D 0,5-1,0mm²",0.0,ST,ST,LAT Lötfreie Anschluß-Technik,0.0,Third Party,2.006,Copper alloy,99.9% - 100% Cu (0 - 0.1% others),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........10,0002,,9647524,"Core cable H05V2-K 0,75 gnge",0.0,M,M,KBE Berlin,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0008,X,7952593,Core cable BN l=440/440,0.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........10,0001,,9570111,"Wire end ferrule D 0,5-1,0mm²",0.0,ST,ST,LAT Lötfreie Anschluß-Technik,0.0,Third Party,2.006,Copper alloy,99.9% - 100% Cu (0 - 0.1% others),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........10,0002,,9519169,"Double ferrule 0,75 - Isol.gr",0.0,ST,ST,,0.0,Third Party,2.006,Copper alloy,99.9% - 100% Cu (0 - 0.1% others),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........10,0003,,9647521,"Core cable H05V2-K 0,75 br",0.0,M,M,KBE Berlin,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0008,X,7904967,Core cable BK l=350,0.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0002,,9570111,"Wire end ferrule D 0,5-1,0mm²",0.0,ST,ST,LAT Lötfreie Anschluß-Technik,0.0,Third Party,2.006,Copper alloy,99.9% - 100% Cu (0 - 0.1% others),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0003,,9647519,"Core cable H05V2-K 0,75 sw",0.0,M,M,KBE Berlin,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0009,X,7468901,Core cable BK l=440/440,0.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0001,,9519169,"double ferrule 0,75 - Isol.gr",0.0,ST,ST,,0.0,Third Party,2.006,Copper alloy,99.9% - 100% Cu (0 - 0.1% others),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0002,,9647519,"Core cable H05V2-K 0,75 sw",0.0,M,M,KBE Berlin,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0013,X,7464949,Core cable GNYE l=400,0.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0001,,9584461,"Wire end ferrule E 0,75 - 8 - Isol.gr",0.0,ST,ST,,0.0,Third Party,2.006,Copper alloy,99.9% - 100% Cu (0 - 0.1% others),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0002,,9647524,"Core cable H05V2-K 0,75 gnge",0.0,M,M,KBE Berlin,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0014,X,7349514,Core cable BU l=500,0.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0001,,9584461,"Wire end ferrule E 0,75 - 8 - Isol.gr",0.0,ST,ST,,0.0,Third Party,2.006,Copper alloy,99.9% - 100% Cu (0 - 0.1% others),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0002,,9647520,"Core cable H05V2-K 0,75 bl",0.0,M,M,KBE Berlin,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0015,,9506683,Label 20 x 10 white,0.0,ST,ST,,0.0,Third Party,Papier selbstkl.,Paper,Paper,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0016,,9509578,"Cable tie 165 x 2,5",0.0,ST,ST,,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),0.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0037,,6159709,Connection plan VCMU actuators,0.0,ST,ST,,0.0,Third Party,PP-Folie lamin,Polypropylene,Polypropylene,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0047,,9669334,Socket terminal 3-pole No.72,0.0,ST,ST,Weco,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0048,X,7976294,Pre-assembly Filterboard 400V,0.0,ST,ST,,16.0,Vi-Technika Legnica,,,,0.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0003,X,7976152,EMCF 400V,0.0,ST,ST,,48.0,Vi-Elektronik,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0001,,7962638,EMCF 400V,0.0,ST,ST,,48.0,Vi-Elektronik,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0010,,9635343,Label 16 x 10 white,0.0,ST,ST,,0.0,Third Party,Super Tack CrackBack Plus,Paper,Paper,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0020,,6156313,Box - 0201-F,0.0,ST,ST,,0.0,Third Party,2.30 BC,Cardboard,Paper,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0030,,6156310,Compartments 2x10 fold 577x370x246,0.0,ST,ST,,0.0,Third Party,1.30 C,Cardboard,Paper,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0040,,6156303,Corrugated cardboard blank 580x370x7,0.0,ST,ST,,0.0,Third Party,2.30 BC,Cardboard,Paper,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0050,,9583237,Adhesive tape 50mm x 66m,0.0,M,M,,1000.0,Third Party products abroad,PP,Thermoplastic - PP,Polypropylene,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0060,,5249777,"Ident label 105 x 74,25",0.0,ST,ST,,0.0,Third Party,Super Tack CrackBack Plus,Paper,Paper,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0004,X,7468035,"Terminal block 3pol. with fuse T 6,3A",0.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0001,,9684017,Fuse terminal 503 SI/3 DS GW,0.0,ST,ST,Adels-Contact,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0002,,9519247,"G-fuse T 6,3A 250V H 5,0x20",0.0,ST,ST,,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0005,X,7976146,Core cable BK l=350,0.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0002,,9509989,"flat connector 6,3-2,5 -Ms-BD R.tongue",0.0,ST,ST,TE Connectivity,0.0,Third Party,Ms,"Tools Steels, alloyed",Fe(96.69%) C(0.65%) Si(1%) Mn(1.2%) P(0.03%) S(0.03%) Cr(0.4%),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0005,,9647527,"Core cable H07V2-K 1X2,5 sw",0.0,M,M,KBE Berlin,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0007,,9501923,"Wire end ferrule E 2,5 - 8 - Isol.bl",0.0,ST,ST,,0.0,Third Party,2.006,Copper alloy,99.9% - 100% Cu (0 - 0.1% others),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0008,,9561920,"Insulating sleeve 6,3",0.0,ST,ST,Stocko,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0006,X,7976147,Core cable BK l=480/450,0.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0004,,9519172,"double ferrule 2,5 - insul.bl",0.0,ST,ST,,0.0,Third Party,2.006,Copper alloy,99.9% - 100% Cu (0 - 0.1% others),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0005,,9647527,"Core cable H07V2-K 1X2,5 sw",0.0,M,M,KBE Berlin,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0006,,9501923,"Wire end ferrule E 2,5 - 8 - Isol.bl",0.0,ST,ST,,0.0,Third Party,2.006,Copper alloy,99.9% - 100% Cu (0 - 0.1% others),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0007,,9561920,"insulating sleeve 6,3",0.0,ST,ST,Stocko,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0008,,9509989,"Flat plug sleeve 6,3-2,5 -Ms-BD R.tongue",0.0,ST,ST,TE Connectivity,0.0,Third Party,Ms,"Tools Steels, alloyed",Fe(96.69%) C(0.65%) Si(1%) Mn(1.2%) P(0.03%) S(0.03%) Cr(0.4%),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0007,X,7977528,ZSB Core cable BK,0.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0009,X,7977526,Core cable BK l=450,0.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........10,0005,,9647527,"Core cable H07V2-K 1X2,5 sw",0.0,M,M,KBE Berlin,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........10,0006,,9501923,"Wire end ferrule E 2,5 - 8 - Isol.bl",0.0,ST,ST,,0.0,Third Party,2.006,Copper alloy,99.9% - 100% Cu (0 - 0.1% others),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........10,0007,,9561920,"Insulating sleeve 6,3",0.0,ST,ST,Stocko,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........10,0008,,9509989,"flat plug sleeve 6,3-2,5 -Ms-BD R.tongue",0.0,ST,ST,TE Connectivity,0.0,Third Party,Ms,"Tools Steels, alloyed",Fe(96.69%) C(0.65%) Si(1%) Mn(1.2%) P(0.03%) S(0.03%) Cr(0.4%),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0010,X,7977527,Core cable BK l=590/450,0.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........10,0004,,9519172,"double ferrule 2,5 - insul.bl",0.0,ST,ST,,0.0,Third Party,2.006,Copper alloy,99.9% - 100% Cu (0 - 0.1% others),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........10,0005,,9647527,"Core cable H07V2-K 1X2,5 sw",0.0,M,M,KBE Berlin,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........10,0007,,9561920,"insulating sleeve 6,3",0.0,ST,ST,Stocko,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........10,0008,,9509989,"flat plug sleeve 6,3-2,5 -Ms-BD R.tongue",0.0,ST,ST,TE Connectivity,0.0,Third Party,Ms,"Tools Steels, alloyed",Fe(96.69%) C(0.65%) Si(1%) Mn(1.2%) P(0.03%) S(0.03%) Cr(0.4%),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0011,,9647347,"Cable tie 100 x 2,5 T18 120-50010",0.0,ST,ST,Hellermann,0.0,Third Party,PA66 HSUV,Thermoplastic - PA66 HSUV,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0008,X,7976149,Core cable BU l=450/450,0.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0004,,9519172,"Double ferrule 2,5 - insul.bl",0.0,ST,ST,,0.0,Third Party,2.006,Copper alloy,99.9% - 100% Cu (0 - 0.1% others),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0005,,9501923,"Wire end ferrule E 2,5 - 8 - insul.bl",0.0,ST,ST,,0.0,Third Party,2.006,Copper alloy,99.9% - 100% Cu (0 - 0.1% others),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0006,,9647528,"Core cable H07V2-K 1X2,5 bl",0.0,M,M,KBE Berlin,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0009,X,7289774,Core cable GNYE l=310,0.0,ST,ST,Swep,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0001,,9501923,"Wire end ferrule E 2,5 - 8 - Isol.bl",0.0,ST,ST,,0.0,Third Party,2.006,Copper alloy,99.9% - 100% Cu (0 - 0.1% others),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0002,,9577422,"flat cable end ferrule 6,3-2,5 -St",0.0,ST,ST,Stocko,0.0,Third Party,St,Non alloy quality Steel,Fe(98.77%) C(0.3%) Si(0.3%) Mn(0.5%) P(0.08%) S(0.05%),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0003,,9647526,"Core cable H07V2-K 1X2,5 gnge",0.0,M,M,KBE Berlin,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0010,X,7480723,Core cable GNYE L=650,0.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0001,,9501923,"ferrule E 2,5 - 8 - insul.bl",0.0,ST,ST,,0.0,Third Party,2.006,Copper alloy,99.9% - 100% Cu (0 - 0.1% others),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0002,,9577422,"flat cable end ferrule 6,3-2,5 -St",0.0,ST,ST,Stocko,0.0,Third Party,St,Non alloy quality Steel,Fe(98.77%) C(0.3%) Si(0.3%) Mn(0.5%) P(0.08%) S(0.05%),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0003,,9647526,"Core cable H07V2-K 1X2,5 gnge",0.0,M,M,KBE Berlin,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0014,X,7976150,VM Fan Mains,0.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0001,,9697920,Folding ferrite MRFC-8,0.0,ST,ST,Kitagawa,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0003,X,7617267,Cable harness fan mains,0.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........10,0005,X,7367046,Core cable BK l=160,0.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........11,0001,,9647519,"Core cable H05V2-K 0,75 sw",0.0,M,M,KBE Berlin,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........11,0002,,9584461,"Wire end ferrule E 0,75 - 8 - Isol.gr",0.0,ST,ST,,0.0,Third Party,2.006,Copper alloy,99.9% - 100% Cu (0 - 0.1% others),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........10,0006,X,7367050,Core cable GNYE l=170,0.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........11,0001,,9584461,"Wire end ferrule E 0,75 - 8 - Isol.gr",0.0,ST,ST,,0.0,Third Party,2.006,Copper alloy,99.9% - 100% Cu (0 - 0.1% others),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........11,0002,,9647524,"Core cable H05V2-K 0,75 gnge",0.0,M,M,KBE Berlin,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........10,0007,X,7367048,Core cable BU l=160,0.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........11,0001,,9584461,"Wire end ferrule E 0,75 - 8 - Isol.gr",0.0,ST,ST,,0.0,Third Party,2.006,Copper alloy,99.9% - 100% Cu (0 - 0.1% others),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........11,0002,,9647520,"Core cable H05V2-K 0,75 bl",0.0,M,M,KBE Berlin,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........10,0008,,9637426,Socket terminal block 3-pole No.156,0.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0004,X,7468035,"Terminal block 3-pole with fuse T 6,3A",0.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........10,0001,,9684017,Fuse terminal 503 SI/3 DS GW,0.0,ST,ST,Adels-Contact,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........10,0002,,9519247,"G-fuse T 6,3A 250V H 5,0x20",0.0,ST,ST,,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0005,,9509578,"Cable tie 165 x 2,5",0.0,ST,ST,,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),0.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0015,,9509578,"Cable tie 165 x 2,5",0.0,ST,ST,,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),0.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0049,X,7976332,Retaining plate filter board powder-coated,0.0,ST,ST,,0.0,Third Party,,,,0.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0001,,6184584,Retaining plate filter board,0.0,ST,ST,,1000.0,Third Party products abroad,DX51D+Z,Non alloy quality Steel,Fe (98.335%) C(0.12%) Si (0.5%) Mn (0.6%) P (0.1%) S (0.045%) Ti (0.3%) + polycarbonate,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0050,,9638721,Blind rivet 4.0x6 F - A2/A2,0.0,ST,ST,GESIPA,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0051,,9506326,Protective conductor label,0.0,ST,ST,Klar,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0052,,9567622,Cable tie 210 x 4.7 with expansion anchor,0.0,ST,ST,Baum electronic,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0054,X,7961503,Cable gland M16 x 1.5 with nut,0.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0001,,9527614,Cable gland M16 x 1.5,0.0,ST,ST,,0.0,Third Party,PA,Thermoplastic - Polyamide,Polyamide,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0002,,9527620,"Locknut M16 x 1,5",0.0,ST,ST,,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0002,X,7953291,Pre-assembly inverter 400V,0.0,ST,ST,,16.0,Vi-Technika Legnica,,,,0.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0001,,9697288,Self-tapping screw ST4.8 x 13-F Torx,0.0,ST,ST,,0.0,Third Party,St,Non alloy quality Steel,Fe(98.77%) C(0.3%) Si(0.3%) Mn(0.5%) P(0.08%) S(0.05%),0.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0002,,9529218,Socket head screw ISO4762- M5 x 8 -A2-70,0.0,ST,ST,,0.0,Third Party,A2-70,Stainless Steel,Fe(85%) Cr(15%),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0003,,9697208,Thermal compound Dowsil 340 tube 100g,0.0,ST,ST,Dow Corning,1000.0,Third Party products abroad,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0004,,6162111,Rain plate 2,0.0,ST,ST,,0.0,Third Party,1.4301,Stainless Steel,Fe (66.7%) C(0.07%) Si(1%) Mn(2%) P(0.045%) S(0.015%) Cr(19.5%) N(0.11%) Ni (10.5%),0.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0005,X,7966588,Compressor cable RD Drive - Silicone,0.0,ST,ST,,16.0,Vi-Technika Legnica,,,,0.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0002,X,7966589,Conductor W RD Drive,0.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
