resolution,position_number,assembly_indicator,component_number,object_short_text,componentmng_kme,base_amount,compensation_unit,supplier_s_name,vi_plant,vi_plant_name,vi_material,material_description,material_composition,total_weight,weight_unit,material_type,final_destination_of_material_at_plant,source_product_scope,source_sheet,source_file
........11,0002,,9647520,"Core cable H05V2-K 0,75 bl",0.16,M,M,KBE Berlin,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........10,0008,,9637426,Socket terminal block 3-pole No.156,1.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0004,X,7468035,"Terminal block 3-pole with fuse T 6,3A",1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........10,0001,,9684017,Fuse terminal 503 SI/3 DS GW,1.0,ST,ST,Adels-Contact,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........10,0002,,9519247,"G-fuse T 6,3A 250V H 5,0x20",1.0,ST,ST,,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0005,,9509578,"Cable tie 165 x 2,5",2.0,ST,ST,,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),2.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0015,,9509578,"Cable tie 165 x 2,5",6.0,ST,ST,,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),6.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0049,X,7976332,Retaining plate filter board powder-coated,1.0,ST,ST,,0.0,Third Party,,Non alloy quality Steel,Fe (98.335%) C(0.12%) Si (0.5%) Mn (0.6%) P (0.1%) S (0.045%) Ti (0.3%) + polycarbonate,220.0,g,Third party finished component,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0001,,6184584,Retaining plate filter board,1.0,ST,ST,,1000.0,Third Party products abroad,DX51D+Z,Non alloy quality Steel,Fe (98.335%) C(0.12%) Si (0.5%) Mn (0.6%) P (0.1%) S (0.045%) Ti (0.3%) + polycarbonate,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0050,,9638721,Blind rivet 4.0x6 F - A2/A2,7.0,ST,ST,GESIPA,0.0,Third Party,1.4567,Stainless Steel,"Fe(63,29%) Cr(19%) Ni(10,5%) Si(1%) Mn(2%) Cu(4%) Others(0,21%)",28.0,g,Third party raw material,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0051,,9506326,Protective conductor label,1.0,ST,ST,Klar,0.0,Third Party,,Paper,Paper,2.0,g,Third party raw material,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0052,,9567622,Cable tie 210 x 4.7 with expansion anchor,2.0,ST,ST,Baum electronic,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),4.0,g,Third party raw material,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0054,X,7961503,Cable gland M16 x 1.5 with nut,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0001,,9527614,Cable gland M16 x 1.5,1.0,ST,ST,,0.0,Third Party,PA,Thermoplastic - Polyamide,Polyamide,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0002,,9527620,"Locknut M16 x 1,5",1.0,ST,ST,,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0002,X,7953291,Pre-assembly inverter 400V,1.0,ST,ST,,16.0,Vi-Technika Legnica,,Third party finished,Third party finished,2676.6,g,Third party finished,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0001,,9697288,Self-tapping screw ST4.8 x 13-F Torx,2.0,ST,ST,,0.0,Third Party,St,Non alloy quality Steel,Fe(98.77%) C(0.3%) Si(0.3%) Mn(0.5%) P(0.08%) S(0.05%),10.0,g,Third party raw material,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0002,,9529218,Socket head screw ISO4762- M5 x 8 -A2-70,4.0,ST,ST,,0.0,Third Party,A2-70,Stainless Steel,Fe(85%) Cr(15%),4.0,g,Third party raw material,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0003,,9697208,Thermal compound Dowsil 340 tube 100g,0.02,ST,ST,Dow Corning,1000.0,Third Party products abroad,,Thermal compound Dowsil 340 tube 100g,Thermal compound Dowsil 340 tube 100g,100.0,g,Consumable,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0004,,6162111,Rain plate 2,1.0,ST,ST,,0.0,Third Party,1.4301,Stainless Steel,Fe (66.7%) C(0.07%) Si(1%) Mn(2%) P(0.045%) S(0.015%) Cr(19.5%) N(0.11%) Ni (10.5%),55.0,g,Third party raw material,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0005,X,7966588,Compressor cable RD Drive - Silicone,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,185.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0002,X,7966589,Conductor W RD Drive,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0001,,9506019,"Core cable BIAF 2,50 sw",1.4,M,M,,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0002,,9502048,"Angle plug-in sleeve 6,3-0,8 -Ms",1.0,ST,ST,AMP,0.0,Third Party,Ms,"Tools Steels, alloyed",Fe(96.69%) C(0.65%) Si(1%) Mn(1.2%) P(0.03%) S(0.03%) Cr(0.4%),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0003,,9697915,"Adhesive label 12,7x19,05 signal white",2.0,ST,ST,Brady GmbH,0.0,Third Party,Selbstlaminierendes Vinyl,Thermoplastic - Selbstlaminierendes Vinyl,polyvinylchlorid,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0004,,9647347,Cable tie 100 x 2.5 T18 120-50010,2.0,ST,ST,Hellermann,0.0,Third Party,PA66 HSUV,Thermoplastic - PA66 HSUV,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0006,,9646984,Ferrite sleeve 28.0 x 18.0 x 28.5 4W1500,1.0,ST,ST,Würth,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0008,X,7966590,Core cable V RD Drive,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0001,,9506019,"Core cable BIAF 2,50 sw",1.42,M,M,,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0002,,9502048,"Angle ferrule 6,3-0,8 -Ms",1.0,ST,ST,AMP,0.0,Third Party,Ms,"Tools Steels, alloyed",Fe(96.69%) C(0.65%) Si(1%) Mn(1.2%) P(0.03%) S(0.03%) Cr(0.4%),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0003,,9697915,"Adhesive label 12,7x19,05 signal white",2.0,ST,ST,Brady GmbH,0.0,Third Party,Selbstlaminierendes Vinyl,Thermoplastic - Selbstlaminierendes Vinyl,polyvinylchlorid,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0009,X,7966591,Core cable U L=1420,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0001,,9506019,"Core cable BIAF 2,50 sw",1.42,M,M,,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0002,,9502048,"Angle ferrule 6,3-0,8 -Ms",1.0,ST,ST,AMP,0.0,Third Party,Ms,"Tools Steels, alloyed",Fe(96.69%) C(0.65%) Si(1%) Mn(1.2%) P(0.03%) S(0.03%) Cr(0.4%),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0003,,9697915,"adhesive label 12,7x19,05 signal white",2.0,ST,ST,Brady GmbH,0.0,Third Party,Selbstlaminierendes Vinyl,Thermoplastic - Selbstlaminierendes Vinyl,polyvinylchlorid,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0010,,9571031,"Cable lug DIN46234- 5- 2,5 - Bd (LAT",3.0,ST,ST,LAT Lötfreie Anschluß-Technik,0.0,Third Party,CuZn,Copper alloy,CuZn(99%) Fe(0.05%) Si(0.05%) P(0.05%) Pb(0.05%) Bi(0.05%) Others(0.75%),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0006,,7979183,Inverter RD 3018BU_2,1.0,ST,ST,Ruking Emerson,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0007,X,7949432,Cable harness inverter,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0001,X,7949467,Connection STO,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,10.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0002,,9557242,blade terminal 2-pole,2.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0004,,9647521,"Core cable H05V2-K 0,75 br",0.3,M,M,KBE Berlin,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0006,,9584461,"Wire end ferrule E 0,75 - 8 - Isol.gr",1.0,ST,ST,,0.0,Third Party,2.006,Copper alloy,99.9% - 100% Cu (0 - 0.1% others),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0007,,9584461,"Wire end sleeve E 0,75 - 8 - Isol.gr",1.0,ST,ST,,0.0,Third Party,2.006,Copper alloy,99.9% - 100% Cu (0 - 0.1% others),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0004,X,7948022,Temperature sensor DLT,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,10.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0001,,9609413,"Wire end ferrule 0,14-0,5mm²",2.0,ST,ST,LAT Lötfreie Anschluß-Technik,0.0,Third Party,Cu,Copper alloy,Cu(99.95%) Bi(0.0005%) P(0.007%) Pb(0.005%) Other (0.03%) --- R=Tensile Strength,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0002,,9695420,Tube sensor NTC,1.0,ST,ST,TEWA,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0003,,9506683,Label 20 x 10 white,1.0,ST,ST,,0.0,Third Party,Papier selbstkl.,Paper,Paper,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0005,X,7929210,Connection cable MODBUS,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,90.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0004,,9623016,"Ltg LiYCY 3X0,34 shielded",0.75,M,M,,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0005,,9543123,"wire end ferrule 0,25 - 0,5mm²",3.0,ST,ST,LAT Lötfreie Anschluß-Technik,0.0,Third Party,CW505L,Copper alloy - Brass,Cu(71%) AL(0.02%) Pb(0.05%) Ni(0.3%) Sn(0.1%) Zn(28.25%) Others (0.1%),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0006,,9695312,Connector 3-pin type 3521 K33,1.0,ST,ST,Lumberg,0.0,Third Party,PA6,Thermoplastic - PA6,Polyamide 6,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0006,,9647347,"Cable tie 100 x 2,5 T18 120-50010",1.0,ST,ST,Hellermann,0.0,Third Party,PA66 HSUV,Thermoplastic - PA66 HSUV,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),2.0,g,Third party raw material,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0007,X,7949504,Connection cable hot gas Klixon,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0001,,9561179,Flat plug sleeve 4.8-0.5 -Ms (4.8x0.8),2.0,ST,ST,Stocko,0.0,Third Party,Ms,"Tools Steels, alloyed",Fe(96.69%) C(0.65%) Si(1%) Mn(1.2%) P(0.03%) S(0.03%) Cr(0.4%),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0002,,9570754,Socket terminal 3623 02 K09 M08,1.0,ST,ST,Lumberg,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0003,,9699527,"Insulating sleeve 4,8 B-4 TPE",2.0,ST,ST,SES-STERLING,0.0,Third Party,TPE 55Shore,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0004,,9556075,"Control el. Oil flex 110 2x0,75gr",1.0,M,M,,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0008,,6157873,Adapter plate Inverter - IWT,1.0,ST,ST,,0.0,Third Party,EN AW-5754,Aluminium alloy,Al(93%) Mn(0.5%) Fe(0.4%) Mg(3.6%) Si(0.4%) Cu(0.1%) Cr(0.3%) Zn(0.2%) Ti(0.15%) Mn+Cr(0.6%),775.0,g,Third party finished component,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0009,X,7581141,Core cable GNYE l=800,1.0,ST,ST,,16.0,Vi-Technika Legnica,,Cables,,35.0,g,Third party raw material,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0002,,9586013,Core cable H07V-K 1X4 gnge,0.8,M,M,,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0003,,9584658,"Fork cable lug M 4 1,5 -2,5",2.0,ST,ST,,0.0,Third Party,2.006,Copper alloy,99.9% - 100% Cu (0 - 0.1% others),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0004,,9647767,"Angle plug-in sleeve 6,3-4,0",1.0,ST,ST,Tyco,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0012,X,7979055,Cable harness L1 L2 L3,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,150.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0001,X,7953932,Core cable BK l=1030,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0002,,9586011,Core cable H07V-K 1X4 sw,1.03,M,M,,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0003,,9646510,Fork cable lug M 4 GF-U 4,1.0,ST,ST,,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0004,,9571680,Angle insulating sleeve 6.3,1.0,ST,ST,TE Connectivity,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0005,,9561326,"Angle insulating sleeve 6,3-4,0",1.0,ST,ST,AMP,0.0,Third Party,Ms,"Tools Steels, alloyed",Fe(96.69%) C(0.65%) Si(1%) Mn(1.2%) P(0.03%) S(0.03%) Cr(0.4%),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0006,,9607682,Thermal transfer label white RAL 9010,2.0,ST,ST,Brady GmbH,0.0,Third Party,Nylongewebe,Nylon,Nylon,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0002,X,7953944,Core cable BK l=930,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0002,,9586011,Core cable H07V-K 1X4 sw,0.93,M,M,,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0003,,9646510,Fork cable lug M 4 GF-U 4,1.0,ST,ST,,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0004,,9571680,Angle insulating sleeve 6.3,1.0,ST,ST,TE Connectivity,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0005,,9561326,"Angle insulating sleeve 6,3-4,0",1.0,ST,ST,AMP,0.0,Third Party,Ms,"Tools Steels, alloyed",Fe(96.69%) C(0.65%) Si(1%) Mn(1.2%) P(0.03%) S(0.03%) Cr(0.4%),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0006,,9607682,Thermal transfer label white RAL 9010,2.0,ST,ST,Brady GmbH,0.0,Third Party,Nylongewebe,Nylon,Nylon,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0003,,9647347,Cable tie 100 x 2.5 T18 120-50010,1.0,ST,ST,Hellermann,0.0,Third Party,PA66 HSUV,Thermoplastic - PA66 HSUV,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0004,X,7953931,Core cable BK l=1130,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0002,,9586011,Core cable H07V-K 1X4 sw,1.13,M,M,,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0003,,9646510,Fork cable lug M 4 GF-U 4,1.0,ST,ST,,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0004,,9571680,Angle insulating sleeve 6.3,1.0,ST,ST,TE Connectivity,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0005,,9561326,"Angle insulating sleeve 6,3-4,0",1.0,ST,ST,AMP,0.0,Third Party,Ms,"Tools Steels, alloyed",Fe(96.69%) C(0.65%) Si(1%) Mn(1.2%) P(0.03%) S(0.03%) Cr(0.4%),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0006,,9607682,Thermal transfer label white RAL 9010,2.0,ST,ST,Brady GmbH,0.0,Third Party,Nylongewebe,Nylon,Nylon,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0013,,9647347,Cable tie 100 x 2.5 T18 120-50010,2.0,ST,ST,Hellermann,0.0,Third Party,PA66 HSUV,Thermoplastic - PA66 HSUV,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),4.0,g,Third party raw material,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0003,X,7929190,Rain sheet inverter powder-coated,1.0,ST,ST,,88.0,unterschiedliche Beschaftung (Different Procurement),,Non alloy quality Steel,Fe (98.335%) C(0.12%) Si (0.5%) Mn (0.6%) P (0.1%) S (0.045%) Ti (0.3%) + polycarbonate,167.0,g,Raw material,Allendorf - Werk 1,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0001,,6146491,Rain sheet inverter,1.0,ST,ST,,5.0,Vi-Werke Allendorf,DX51D+Z,Non alloy quality Steel,Fe (98.335%) C(0.12%) Si (0.5%) Mn (0.6%) P (0.1%) S (0.045%) Ti (0.3%) + polycarbonate,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0020,,9567622,"Cable tie 210 x 4,7 with expanding anchor",3.0,ST,ST,Baum electronic,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),12.0,g,Third party raw material,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0025,,9509578,"Cable tie 165 x 2,5",20.0,ST,ST,,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),20.0,g,Third party raw material,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0032,X,7919387,Core cable GNYE l=550,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0006,,9647526,"Core cable H07V2-K 1X2,5 gnge",0.55,M,M,KBE Berlin,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0009,,9571031,"Cable lug DIN46234- 5- 2,5 - Bd (LAT",1.0,ST,ST,LAT Lötfreie Anschluß-Technik,0.0,Third Party,CuZn,Copper alloy,CuZn(99%) Fe(0.05%) Si(0.05%) P(0.05%) Pb(0.05%) Bi(0.05%) Others(0.75%),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0011,,9577422,"Flat plug sleeve 6,3-2,5 -St",1.0,ST,ST,Stocko,0.0,Third Party,St,Non alloy quality Steel,Fe(98.77%) C(0.3%) Si(0.3%) Mn(0.5%) P(0.08%) S(0.05%),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0040,,9557666,Cheese head screw M4 x 10 Locking teeth,1.0,ST,ST,,0.0,Third Party,8.8,High Carbon stainless Steel,Fe(99.127%) C(0.55%) Mn(0.25%) Si(0.035%) S(0.003%),4.0,g,Third party raw material,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0044,X,7953901,Cable set sensors ODU L,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,170.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0002,X,7922776,Temperature sensors Evaporator,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0002,,9695420,Tube sensor NTC,2.0,ST,ST,TEWA,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0003,,9506683,Label 20 x 10 white,2.0,ST,ST,,0.0,Third Party,Papier selbstkl.,Paper,Paper,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
